request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,discard
1647,32.94,t14,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-092"", ""p00286""]",2048,0.8333333333333333,32,low,p00286,False
1648,32.96,t06,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-002"", ""p00390""]",256,0.8333333333333333,32,low,p00390,False
1649,32.980000000000004,t04,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-000"", ""p00388""]",512,0.5,32,low,p00388,False
1650,33.0,t11,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-055"", ""p00443""]",1024,1.0,32,low,p00443,False
1651,33.02,t00,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-032"", ""p00032""]",2048,0.5,32,low,p00032,False
1652,33.04,t13,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-040"", ""p00525""]",256,0.6666666666666666,32,low,p00525,False
1653,33.06,t15,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-031"", ""p00031""]",512,1.0,32,low,p00031,False
1654,33.08,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-045"", ""p00045""]",1024,0.6666666666666666,32,low,p00045,False
1655,33.1,t01,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-077"", ""p00465""]",2048,0.6666666666666666,32,low,p00465,False
1656,33.12,t10,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-088"", ""p00282""]",256,0.8333333333333333,32,low,p00282,False
1657,33.14,t05,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-068"", ""p00165""]",512,0.6666666666666666,32,low,p00165,False
1658,33.160000000000004,t07,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-070"", ""p00167""]",1024,1.0,32,low,p00167,False
1659,33.18,t08,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-022"", ""p00216""]",2048,0.5,32,low,p00216,False
1660,33.2,t09,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-003"", ""p00585""]",256,0.6666666666666666,32,low,p00585,False
1661,33.22,t14,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-044"", ""p00238""]",512,0.8333333333333333,32,low,p00238,False
1662,33.24,t04,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-003"", ""p00100""]",1024,0.5,32,low,p00100,False
1663,33.26,t08,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-088"", ""p00088""]",2048,0.5,32,low,p00088,False
1664,33.28,t02,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-080"", ""p00274""]",256,0.8333333333333333,32,low,p00274,False
1665,33.3,t15,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-058"", ""p00543""]",512,1.0,32,low,p00543,False
1666,33.32,t10,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-054"", ""p00442""]",1024,0.8333333333333333,32,low,p00442,False
1667,33.34,t06,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-038"", ""p00038""]",2048,0.8333333333333333,32,low,p00038,False
1668,33.36,t01,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-079"", ""p00273""]",256,0.6666666666666666,32,low,p00273,False
1669,33.38,t14,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-074"", ""p00462""]",512,0.8333333333333333,32,low,p00462,False
1670,33.4,t11,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-025"", ""p00219""]",1024,1.0,32,low,p00219,False
1671,33.42,t11,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-074"", ""p00171""]",2048,1.0,32,low,p00171,False
1672,33.44,t14,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-012"", ""p00206""]",256,0.8333333333333333,32,low,p00206,False
1673,33.46,t11,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-039"", ""p00427""]",512,1.0,32,low,p00427,False
1674,33.480000000000004,t00,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-014"", ""p00208""]",1024,0.5,32,low,p00208,False
1675,33.5,t10,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-009"", ""p00106""]",2048,0.8333333333333333,32,low,p00106,False
1676,33.52,t13,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-041"", ""p00429""]",256,0.6666666666666666,32,low,p00429,False
1677,33.54,t07,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-021"", ""p00215""]",512,1.0,32,low,p00215,False
1678,33.56,t07,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-004"", ""p00295""]",1024,1.0,32,low,p00295,False
1679,33.58,t08,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-007"", ""p00104""]",2048,0.5,32,low,p00104,False
1680,33.6,t09,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-008"", ""p00105""]",256,0.6666666666666666,32,low,p00105,False
1681,33.62,t14,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-092"", ""p00286""]",512,0.8333333333333333,32,low,p00286,False
1682,33.64,t02,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-018"", ""p00018""]",1024,0.8333333333333333,32,low,p00018,False
1683,33.660000000000004,t09,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-071"", ""p00265""]",2048,0.6666666666666666,32,low,p00265,False
1684,33.68,t02,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-030"", ""p00418""]",256,0.8333333333333333,32,low,p00418,False
1685,33.7,t07,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-020"", ""p00311""]",512,1.0,32,low,p00311,False
1686,33.72,t14,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-075"", ""p00366""]",1024,0.8333333333333333,32,low,p00366,False
1687,33.74,t14,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-078"", ""p00078""]",2048,0.8333333333333333,32,low,p00078,False
1688,33.76,t04,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-050"", ""p00244""]",256,0.5,32,low,p00244,False
1689,33.78,t15,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-060"", ""p00351""]",512,1.0,32,low,p00351,False
1690,33.8,t01,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-081"", ""p00081""]",1024,0.6666666666666666,32,low,p00081,False
1691,33.82,t05,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-066"", ""p00357""]",2048,0.6666666666666666,32,low,p00357,False
1692,33.84,t14,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-030"", ""p00030""]",256,0.8333333333333333,32,low,p00030,False
1693,33.86,t11,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-090"", ""p00187""]",512,1.0,32,low,p00187,False
1694,33.88,t04,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-001"", ""p00292""]",1024,0.5,32,low,p00292,False
1695,33.9,t03,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-050"", ""p00147""]",2048,1.0,32,low,p00147,False
1696,33.92,t12,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-028"", ""p00028""]",256,0.5,32,low,p00028,False
1697,33.94,t12,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-060"", ""p00060""]",512,0.5,32,low,p00060,False
1698,33.96,t14,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-046"", ""p00046""]",1024,0.8333333333333333,32,low,p00046,False
1699,33.980000000000004,t13,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-093"", ""p00093""]",2048,0.6666666666666666,32,low,p00093,False
1700,34.0,t01,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-096"", ""p00193""]",256,0.6666666666666666,32,low,p00193,False
1701,34.02,t08,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-021"", ""p00312""]",512,0.5,32,low,p00312,False
1702,34.04,t07,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-006"", ""p00103""]",1024,1.0,32,low,p00103,False
1703,34.06,t04,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-064"", ""p00452""]",2048,0.5,32,low,p00452,False
1704,34.08,t02,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-080"", ""p00274""]",256,0.8333333333333333,32,low,p00274,False
1705,34.1,t09,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-054"", ""p00345""]",512,0.6666666666666666,32,low,p00345,False
1706,34.12,t07,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-021"", ""p00215""]",1024,1.0,32,low,p00215,False
1707,34.14,t11,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-090"", ""p00187""]",2048,1.0,32,low,p00187,False
1708,34.160000000000004,t02,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-095"", ""p00386""]",256,0.8333333333333333,32,low,p00386,False
1709,34.18,t04,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-033"", ""p00324""]",512,0.5,32,low,p00324,False
1710,34.2,t05,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-066"", ""p00357""]",1024,0.6666666666666666,32,low,p00357,False
1711,34.22,t03,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-081"", ""p00275""]",2048,1.0,32,low,p00275,False
1712,34.24,t07,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-070"", ""p00167""]",256,1.0,32,low,p00167,False
1713,34.26,t01,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-031"", ""p00225""]",512,0.6666666666666666,32,low,p00225,False
1714,34.28,t15,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-093"", ""p00287""]",1024,1.0,32,low,p00287,False
1715,34.300000000000004,t15,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-060"", ""p00351""]",2048,1.0,32,low,p00351,False
1716,34.32,t01,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-047"", ""p00241""]",256,0.6666666666666666,32,low,p00241,False
1717,34.34,t14,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-075"", ""p00366""]",512,0.8333333333333333,32,low,p00366,False
1718,34.36,t14,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-073"", ""p00558""]",1024,0.8333333333333333,32,low,p00558,False
1719,34.38,t05,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-000"", ""p00485""]",2048,0.6666666666666666,32,low,p00485,False
1720,34.4,t08,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-068"", ""p00456""]",256,0.5,32,low,p00456,False
1721,34.42,t09,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-057"", ""p00057""]",512,0.6666666666666666,32,low,p00057,False
1722,34.44,t12,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-042"", ""p00236""]",1024,0.5,32,low,p00236,False
1723,34.46,t14,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-058"", ""p00446""]",2048,0.8333333333333333,32,low,p00446,False
1724,34.480000000000004,t00,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-093"", ""p00384""]",256,0.5,32,low,p00384,False
1725,34.5,t04,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-047"", ""p00532""]",512,0.5,32,low,p00532,False
1726,34.52,t14,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-029"", ""p00126""]",1024,0.8333333333333333,32,low,p00126,False
1727,34.54,t14,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-092"", ""p00286""]",2048,0.8333333333333333,32,low,p00286,False
1728,34.56,t15,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-026"", ""p00511""]",256,1.0,32,low,p00511,False
1729,34.58,t09,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-085"", ""p00473""]",512,0.6666666666666666,32,low,p00473,False
1730,34.6,t12,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-088"", ""p00476""]",1024,0.5,32,low,p00476,False
1731,34.62,t10,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-071"", ""p00362""]",2048,0.8333333333333333,32,low,p00362,False
1732,34.64,t04,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-031"", ""p00516""]",256,0.5,32,low,p00516,False
1733,34.660000000000004,t10,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-040"", ""p00234""]",512,0.8333333333333333,32,low,p00234,False
1734,34.68,t08,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-024"", ""p00024""]",1024,0.5,32,low,p00024,False
1735,34.7,t13,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-088"", ""p00573""]",2048,0.6666666666666666,32,low,p00573,False
1736,34.72,t02,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-017"", ""p00114""]",256,0.8333333333333333,32,low,p00114,False
1737,34.74,t10,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-074"", ""p00074""]",512,0.8333333333333333,32,low,p00074,False
1738,34.76,t02,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-096"", ""p00290""]",1024,0.8333333333333333,32,low,p00290,False
1739,34.78,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-045"", ""p00045""]",2048,0.6666666666666666,32,low,p00045,False
1740,34.800000000000004,t13,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-013"", ""p00013""]",256,0.6666666666666666,32,low,p00013,False
1741,34.82,t00,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-000"", ""p00000""]",512,0.5,32,low,p00000,False
1742,34.84,t07,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-066"", ""p00551""]",1024,1.0,32,low,p00551,False
1743,34.86,t14,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-042"", ""p00430""]",2048,0.8333333333333333,32,low,p00430,False
1744,34.88,t10,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-085"", ""p00570""]",256,0.8333333333333333,32,low,p00570,False
1745,34.9,t10,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-009"", ""p00106""]",512,0.8333333333333333,32,low,p00106,False
1746,34.92,t00,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-059"", ""p00544""]",1024,0.5,32,low,p00544,False
1747,34.94,t06,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-053"", ""p00150""]",2048,0.8333333333333333,32,low,p00150,False
1748,34.96,t05,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-085"", ""p00085""]",256,0.6666666666666666,32,low,p00085,False
1749,34.980000000000004,t12,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-044"", ""p00044""]",512,0.5,32,low,p00044,False
1750,35.0,t06,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-033"", ""p00518""]",1024,0.8333333333333333,32,low,p00518,False
1751,35.02,t10,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-037"", ""p00522""]",2048,0.8333333333333333,32,low,p00522,False
1752,35.04,t12,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-010"", ""p00204""]",256,0.5,32,low,p00204,False
1753,35.06,t06,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-006"", ""p00006""]",512,0.8333333333333333,32,low,p00006,False
1754,35.08,t12,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-091"", ""p00188""]",1024,0.5,32,low,p00188,False
1755,35.1,t00,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-031"", ""p00128""]",2048,0.5,32,low,p00128,False
1756,35.12,t14,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-091"", ""p00382""]",256,0.8333333333333333,32,low,p00382,False
1757,35.14,t06,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-022"", ""p00022""]",512,0.8333333333333333,32,low,p00022,False
1758,35.160000000000004,t03,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-062"", ""p00547""]",1024,1.0,32,low,p00547,False
1759,35.18,t06,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-021"", ""p00118""]",2048,0.8333333333333333,32,low,p00118,False
1760,35.2,t08,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-036"", ""p00424""]",256,0.5,32,low,p00424,False
1761,35.22,t06,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-019"", ""p00310""]",512,0.8333333333333333,32,low,p00310,False
1762,35.24,t14,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-090"", ""p00478""]",1024,0.8333333333333333,32,low,p00478,False
1763,35.26,t10,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-054"", ""p00442""]",2048,0.8333333333333333,32,low,p00442,False
1764,35.28,t09,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-052"", ""p00537""]",256,0.6666666666666666,32,low,p00537,False
1765,35.300000000000004,t01,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-033"", ""p00033""]",512,0.6666666666666666,32,low,p00033,False
1766,35.32,t02,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-031"", ""p00322""]",1024,0.8333333333333333,32,low,p00322,False
1767,35.34,t03,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-063"", ""p00451""]",2048,1.0,32,low,p00451,False
1768,35.36,t10,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-089"", ""p00186""]",256,0.8333333333333333,32,low,p00186,False
1769,35.38,t07,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-017"", ""p00599""]",512,1.0,32,low,p00599,False
1770,35.4,t06,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-022"", ""p00022""]",1024,0.8333333333333333,32,low,p00022,False
1771,35.42,t06,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-050"", ""p00438""]",2048,0.8333333333333333,32,low,p00438,False
1772,35.44,t10,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-010"", ""p00010""]",256,0.8333333333333333,32,low,p00010,False
1773,35.46,t09,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-021"", ""p00409""]",512,0.6666666666666666,32,low,p00409,False
1774,35.480000000000004,t04,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-003"", ""p00100""]",1024,0.5,32,low,p00100,False
1775,35.5,t10,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-008"", ""p00202""]",2048,0.8333333333333333,32,low,p00202,False
1776,35.52,t10,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-008"", ""p00202""]",256,0.8333333333333333,32,low,p00202,False
1777,35.54,t04,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-020"", ""p00020""]",512,0.5,32,low,p00020,False
1778,35.56,t00,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-079"", ""p00176""]",1024,0.5,32,low,p00176,False
1779,35.58,t02,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-000"", ""p00194""]",2048,0.8333333333333333,32,low,p00194,False
1780,35.6,t06,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-033"", ""p00518""]",256,0.8333333333333333,32,low,p00518,False
1781,35.62,t01,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-078"", ""p00369""]",512,0.6666666666666666,32,low,p00369,False
1782,35.64,t07,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-083"", ""p00471""]",1024,1.0,32,low,p00471,False
1783,35.660000000000004,t03,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-080"", ""p00371""]",2048,1.0,32,low,p00371,False
1784,35.68,t01,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-017"", ""p00017""]",256,0.6666666666666666,32,low,p00017,False
1785,35.7,t04,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-020"", ""p00020""]",512,0.5,32,low,p00020,False
1786,35.72,t00,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-061"", ""p00352""]",1024,0.5,32,low,p00352,False
1787,35.74,t01,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-064"", ""p00161""]",2048,0.6666666666666666,32,low,p00161,False
1788,35.76,t10,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-074"", ""p00074""]",256,0.8333333333333333,32,low,p00074,False
1789,35.78,t14,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-025"", ""p00510""]",512,0.8333333333333333,32,low,p00510,False
1790,35.800000000000004,t06,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-016"", ""p00598""]",1024,0.8333333333333333,32,low,p00598,False
1791,35.82,t04,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-001"", ""p00292""]",2048,0.5,32,low,p00292,False
1792,35.84,t06,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-018"", ""p00406""]",256,0.8333333333333333,32,low,p00406,False
1793,35.86,t12,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-059"", ""p00156""]",512,0.5,32,low,p00156,False
1794,35.88,t04,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-033"", ""p00324""]",1024,0.5,32,low,p00324,False
1795,35.9,t12,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-010"", ""p00204""]",2048,0.5,32,low,p00204,False
1796,35.92,t12,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-042"", ""p00236""]",256,0.5,32,low,p00236,False
1797,35.94,t03,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-017"", ""p00211""]",512,1.0,32,low,p00211,False
1798,35.96,t12,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-023"", ""p00508""]",1024,0.5,32,low,p00508,False
1799,35.980000000000004,t04,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-018"", ""p00212""]",2048,0.5,32,low,p00212,False
1800,36.0,t01,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-080"", ""p00177""]",256,0.6666666666666666,32,low,p00177,False
1801,36.02,t15,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-012"", ""p00303""]",512,1.0,32,low,p00303,False
1802,36.04,t02,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-062"", ""p00450""]",1024,0.8333333333333333,32,low,p00450,False
1803,36.06,t01,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-063"", ""p00257""]",2048,0.6666666666666666,32,low,p00257,False
1804,36.08,t06,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-017"", ""p00502""]",256,0.8333333333333333,32,low,p00502,False
1805,36.1,t01,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-095"", ""p00289""]",512,0.6666666666666666,32,low,p00289,False
1806,36.12,t12,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-028"", ""p00028""]",1024,0.5,32,low,p00028,False
1807,36.14,t07,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-003"", ""p00391""]",2048,1.0,32,low,p00391,False
1808,36.160000000000004,t01,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-065"", ""p00065""]",256,0.6666666666666666,32,low,p00065,False
1809,36.18,t12,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-087"", ""p00572""]",512,0.5,32,low,p00572,False
1810,36.2,t12,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-060"", ""p00060""]",1024,0.5,32,low,p00060,False
1811,36.22,t08,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-087"", ""p00184""]",2048,0.5,32,low,p00184,False
1812,36.24,t13,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-044"", ""p00141""]",256,0.6666666666666666,32,low,p00141,False
1813,36.26,t15,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-015"", ""p00015""]",512,1.0,32,low,p00015,False
1814,36.28,t05,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-036"", ""p00133""]",1024,0.6666666666666666,32,low,p00133,False
1815,36.300000000000004,t10,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-025"", ""p00122""]",2048,0.8333333333333333,32,low,p00122,False
1816,36.32,t09,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-022"", ""p00313""]",256,0.6666666666666666,32,low,p00313,False
1817,36.34,t02,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-065"", ""p00162""]",512,0.8333333333333333,32,low,p00162,False
1818,36.36,t02,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-017"", ""p00114""]",1024,0.8333333333333333,32,low,p00114,False
1819,36.38,t02,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-094"", ""p00482""]",2048,0.8333333333333333,32,low,p00482,False
1820,36.4,t05,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-016"", ""p00501""]",256,0.6666666666666666,32,low,p00501,False
1821,36.42,t02,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-012"", ""p00594""]",512,0.8333333333333333,32,low,p00594,False
1822,36.44,t08,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-084"", ""p00472""]",1024,0.5,32,low,p00472,False
1823,36.46,t09,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-055"", ""p00249""]",2048,0.6666666666666666,32,low,p00249,False
1824,36.480000000000004,t12,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-028"", ""p00028""]",256,0.5,32,low,p00028,False
1825,36.5,t11,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-025"", ""p00219""]",512,1.0,32,low,p00219,False
1826,36.52,t00,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-059"", ""p00544""]",1024,0.5,32,low,p00544,False
1827,36.54,t08,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-007"", ""p00104""]",2048,0.5,32,low,p00104,False
1828,36.56,t05,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-004"", ""p00101""]",256,0.6666666666666666,32,low,p00101,False
1829,36.58,t11,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-023"", ""p00411""]",512,1.0,32,low,p00411,False
1830,36.6,t10,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-026"", ""p00026""]",1024,0.8333333333333333,32,low,p00026,False
1831,36.62,t06,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-036"", ""p00230""]",2048,0.8333333333333333,32,low,p00230,False
1832,36.64,t11,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-041"", ""p00235""]",256,1.0,32,low,p00235,False
1833,36.660000000000004,t07,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-087"", ""p00087""]",512,1.0,32,low,p00087,False
1834,36.68,t13,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-060"", ""p00157""]",1024,0.6666666666666666,32,low,p00157,False
1835,36.7,t01,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-094"", ""p00385""]",2048,0.6666666666666666,32,low,p00385,False
1836,36.72,t05,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-067"", ""p00261""]",256,0.6666666666666666,32,low,p00261,False
1837,36.74,t09,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-087"", ""p00281""]",512,0.6666666666666666,32,low,p00281,False
1838,36.76,t15,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-095"", ""p00095""]",1024,1.0,32,low,p00095,False
1839,36.78,t05,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-050"", ""p00341""]",2048,0.6666666666666666,32,low,p00341,False
1840,36.800000000000004,t00,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-079"", ""p00176""]",256,0.5,32,low,p00176,False
1841,36.82,t03,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-079"", ""p00467""]",512,1.0,32,low,p00467,False
1842,36.84,t01,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-017"", ""p00017""]",1024,0.6666666666666666,32,low,p00017,False
1843,36.86,t13,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-073"", ""p00461""]",2048,0.6666666666666666,32,low,p00461,False
1844,36.88,t07,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-020"", ""p00311""]",256,1.0,32,low,p00311,False
1845,36.9,t02,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-045"", ""p00530""]",512,0.8333333333333333,32,low,p00530,False
